ImageID,ans
d352bb22eca23e75e710b427ae831a867dd37bfb.jpg,"[ 2.1874945   0.16766517  0.8171002   0.17339833 -1.4168409  -0.99565333
  1.4557447   0.5115776   0.93696624  0.22256796 -0.09912585  2.847912
  0.00868966  0.7096626   2.042688    0.06399401  0.2278241  -0.21501648]"
0401671e6a939afe97d6c30bc820fbfe9519286a.jpg,"[ 1.9379482   2.320752    0.9756257   0.05364049 -0.17501722 -1.4500366
  0.25791746 -1.6042482   0.5010531   1.267293   -0.42331383  3.3024688
  1.4274298   2.8250499   1.703889   -0.15667154  0.85480887 -1.3799978 ]"
6ed93c0c3aa7ca9f0bb7e6b53a99aaa0a3609d50.jpg,"[ 1.6324986   1.4447627   1.3919568   2.075309   -0.50078094  0.04501225
  0.4033596  -0.22069782  0.028438    0.89403266 -0.4128189   1.5158285
  0.07219358 -0.47353983  3.2482688  -0.96312857 -0.11683347 -0.5045558 ]"
50dda278ed4e5c43ab5a99592808f11027afa240.jpg,"[ 1.9159462   0.65604734  1.7918543  -0.31917015 -0.18512337  0.3152657
  1.6829702   0.5291024   1.0504506   0.7177757  -0.81326604  1.7255422
  2.1856616  -2.279687    3.567618   -0.06118874 -1.8352828   0.36416295]"
5ca8adbab5a39b3c7e725782f98d199202c589dc.jpg,"[ 3.6260993   1.0804827   1.644754    1.0670563   0.9841393  -0.22097276
  2.408434   -0.2514035  -1.6556786  -0.89301336 -0.74499667  1.6706285
  0.26432744  0.0945107   2.8752072   0.15764442  0.36618584  1.2982349 ]"
a945a8c50f05708c42839692219bd1963672154a.jpg,"[ 0.71175873 -0.41207272  2.7161536   1.4916469  -0.84654856 -0.9409467
  2.8404121   0.7393973  -0.63427436  1.199539   -1.5826969   0.7479166
  2.9532282  -0.6981521   1.5563405  -1.9600384  -1.0149679   0.5697982 ]"
359acb7465396d70b6957be3a4cd503a7aa8b5de.jpg,"[-1.0819671  -0.31423056 -0.36272082  0.7526918  -0.46096057 -0.47189218
  0.15253334  1.222817   -0.95205516  1.6707366  -0.4491294   2.3914042
  0.1819157  -0.37237152 -0.21483907 -1.1455592  -1.277506   -1.0059326 ]"
b188cd918519b3dc486ec7a0b04d268f6f262021.jpg,"[ 2.1667974  -0.07003725  2.3856783   0.32712325 -0.26128936 -3.0991173
  2.2787116  -0.84317756 -1.2508178  -0.6411339  -1.2099267   1.0960176
 -0.24366488 -0.65129787  5.771565   -2.1396985  -0.3610026   1.7820318 ]"
0abc5c0454095bf4519bd5c1fcbc0924fbce65d2.jpg,"[ 1.8345795   0.7690743   1.484372    4.9120336  -1.7841603  -3.3424587
  2.7764976  -0.17322569 -0.5374865   1.5124171  -2.026378    2.9965053
  0.33926222  2.096888    5.403905   -2.6033728   2.881184    1.3369048 ]"
14e53aafa9cc2e32f1dc10b83c5183488e0cb080.jpg,"[ 1.0093142  -1.5836565   2.2310224   0.6957376   1.2836553  -0.5177021
  0.40865126 -0.3204689  -0.01843086  1.2297927   0.5719615   1.2020047
  0.37156788 -0.05516148  0.61283356 -0.5893338   2.1089804  -0.294956  ]"
27aaee870ff9b03c23d6b9f163aba027a06032c6.jpg,"[ 0.8050717  -0.2859498   2.827726    1.1227187  -0.6330254   0.43033233
  1.1918756   0.7136473   1.3131627   2.5756419  -0.25663805 -0.040034
  3.101978   -1.3689598   2.3951898  -1.7052119   0.706533    0.5601492 ]"
fa025619390a5097dafb1fe3601dc6dec4644bce.jpg,"[-0.13602233 -0.23753028  1.9061967   0.8640151  -0.52199584  0.22456783
  0.04790383 -0.28374907 -0.8234377  -0.47776413 -3.5352027   2.842367
 -1.2146708  -0.32663324  1.757464    0.06357737  0.20412447  0.91797674]"
c9ba7099501f4088602606671dd71fd76a2adee5.jpg,"[ 2.3929865e+00 -2.3112695e-01  1.0639209e+00 -9.5008397e-01
 -6.7150372e-01 -7.2021490e-01  2.0634575e-01  1.7658513e+00
  1.0239993e-01  2.0592390e-03  9.6820253e-01  6.0614008e-01
  4.5168117e-01  8.1206948e-01 -8.5874075e-01  3.3711255e-01
 -1.3345475e+00  2.3530884e+00]"
4702037fc73744daef1a4a6253895886f86808b8.jpg,"[ 1.3472579  -2.7026694   1.5717298   1.2163976  -0.22497597 -0.6666503
  2.679645    0.6170326   1.3648221   1.8266141   0.09418933  0.6664283
 -0.06285252  0.563224   -1.2524072  -0.0470889  -0.72330785  0.87028426]"
e7d4a815cbf2dd60aaf5f764be67f656cf7e5b19.jpg,"[ 1.3526127  -0.11749486  0.57375574  1.7401925   0.14117885 -0.56739575
  0.71420133  0.23829441 -0.3316658   0.10784796 -0.70829177 -0.1632371
  0.44557616 -0.01778713  1.7177702  -0.14384851 -0.88988036  0.09069563]"
c9649b4efc18ea0e1d6e16bd23cb8ccddfaf0d0b.jpg,"[ 2.2700603   0.5285339   1.5307713   0.84047097 -1.4646444   0.16503252
  0.9848999   0.16522211 -1.237355    1.3190798  -0.51067907  1.843747
 -0.68868184 -0.4796456   2.73288    -0.3655651   0.7577023   0.5791423 ]"
0906805463eda250aedc1c43e4db25075c1244be.jpg,"[ 0.54294723 -1.3835063   2.346667    0.3991862  -1.1655793   0.9434824
  1.4333373  -0.2620394   0.8157601  -0.4451055   0.9991598   3.4822252
 -1.3013753  -0.65009433 -0.10526513 -0.06355568  1.3884169   0.93020225]"
acfb5e9c18ede13e4cdc7da0a15db777a490d782.jpg,"[ 1.296603   -1.2423708   0.06330593  0.1367684  -1.2228166  -0.60344017
  2.056817    0.37114713 -2.5893707   1.993866    1.0946678   0.27427697
 -0.7832167   1.329887    0.4718606  -1.1160758   0.8564197  -1.8120147 ]"
d67f11372df1ff081aa8437da1acf73419a85782.jpg,"[-0.45342338  1.4572474   0.66672105  0.12782282  1.4465098  -0.18969595
  0.40759358 -0.26012138  0.63093996  1.1504512  -0.963631    3.1570017
  2.2086105   0.13044322  2.1794467   1.8213047  -1.5477347  -1.3596214 ]"
53599d652f6253baa02940b895620f147a2327f7.jpg,"[ 1.2152874  -0.9629437   2.2731729   1.2166208   1.1798562   0.429228
  1.1607108   1.4280142  -0.8675469   0.9747722   0.18614246  1.6673353
  0.43401095 -0.10183442  0.04146299  0.02867715  1.0069299  -1.4318566 ]"
c4b59a685cbb0bf9a275f6f757e509eb47e3b97b.jpg,"[ 1.3492885   1.3525472   0.9479288   2.687734    0.15317327 -0.48458394
  1.3806463  -0.438919   -0.44746232  0.24224482 -0.02786338  2.0718138
 -0.07199942  0.84111935  3.2826984  -1.3240024   0.15474422  0.11359346]"
0da2dac9da3f797adfbdeaed999d54935a0a1020.jpg,"[ 0.12657061 -0.90433335  2.8150861   0.69891745  1.9664909  -1.4796051
  1.0886899   0.5146579  -0.6254718   1.3914757  -2.0228758   1.9808758
  1.7092168  -0.9503127   3.1176195  -0.0545766   0.04146982  1.5462157 ]"
69a10709d7deff24b620309cab49766fe5054f2c.jpg,"[ 2.6293728  -1.3355955   3.8076394   2.3728967   0.05413672  1.6881676
  1.9111155  -1.713905   -2.4932303  -1.6714903  -1.4852117   1.1013283
  0.02806091  0.23395976  0.43535239 -0.68487257  2.0407991   0.9906884 ]"
4d72365135eb4bee184687ebc0493304b70da612.jpg,"[ 2.3744566   0.91182613  1.9226266   0.6041653   0.5984902   0.15732606
 -1.2207417   1.0924536  -0.20927359 -0.44064742 -3.6021583   0.66154164
  1.1784393   1.0699084   1.2905695  -1.9408798   1.9794813   0.76047283]"
c6103af816b1b84dda25210c3f297e69a498735d.jpg,"[ 0.49466765 -0.06126044  0.88307595  1.8611284   0.45582435  1.0514537
  1.6425271   0.722054   -1.2990582  -0.16775225 -0.7793532   1.9928321
 -1.4722297   0.30404305  2.5354786   1.0558027   0.44787133  0.5369219 ]"
a045a778e75e40e50e3a0d3baa372c527b095bcf.jpg,"[ 2.3382075  -0.05430429  1.3514947   1.5612719  -0.9795006  -1.4749188
  1.599864   -1.2839274   0.08039609 -0.48443672 -0.9674872   0.87393254
  1.7690398  -1.0789773   0.7160862   0.90225977  2.2193234   0.9359336 ]"
26402638752e33697f3f2b12028853f8f39d7abb.jpg,"[-0.99352586  0.7392411   1.4305098   1.4577051   1.1021209  -0.9799416
  2.3105965   0.9953002  -1.2585919   1.8977509  -1.5625957   3.5286124
 -0.20762916  0.85868365  4.2575207   0.7691078   1.0847725  -0.9498145 ]"
d22e1488b1e853a1882ba4d5ed0357e872b4dbd2.jpg,"[ 3.3726475   0.89373755  1.1432872   2.4887486  -0.39883837 -0.9803881
  2.3474646  -2.2707272  -0.7301465   0.744593   -1.2071122   2.1450586
  0.752452    1.3377814   1.327904   -0.22560537  0.6719601   0.1400741 ]"
954ba125374aa55139e313e3f8d5428ad16d1218.jpg,"[ 1.1857014  -0.579884    4.307909    0.65492904  2.4600878   1.3072294
  1.448589    0.5487163  -0.27950564  1.5538754  -1.2348201   1.2662294
 -0.07969521 -0.14719959  1.7376003   0.79751563  0.03075952  0.22377408]"
999d9b0ea9f6e9be5bfe05f9bc1970ae1cb94ae2.jpg,"[ 0.4686057  -2.4372308  -1.6225173   2.610792   -0.3835955  -3.0168264
 -0.1852791  -1.395069   -0.7398765   0.42986876 -2.821467    1.665457
  0.22599898  0.44907516  1.4661862   0.12300602  1.2505256  -0.6311931 ]"
7e210495c2b188be33d5a385f8ce1265b0697935.jpg,"[-0.03651784 -2.057946    1.468034    2.756744    0.8754507  -0.99847984
  1.5169775   0.44711822  0.03230184  0.6832311  -1.1637836   0.35091722
  0.14551292  1.5422698   1.2456149  -0.32599708  0.7241265   1.6057897 ]"
52d5422595abce4bfec2a5da7d9ad0918ba79030.jpg,"[-0.07209098  0.1819885   0.9443111   1.275772   -0.928896   -1.0188353
  0.31467077  1.1875559   0.73800504  0.20662959  0.01921989  0.08972972
  1.2339932   1.7518175  -1.6749084  -1.393377   -1.720969    1.1794617 ]"
6d2979fe1606e576ee88091de8d6d59aeac5d2b7.jpg,"[ 1.1924142  -0.82486063  1.2276759   0.53412914 -1.808738   -0.70809734
 -0.51979387 -1.2270287  -0.02165598 -1.1904632  -2.0973725   1.8871826
  1.11937     2.0959945   2.0599508   1.3773795  -0.19750895  0.54463196]"
3143f6f6245d690d1350b4982714cdb35c717a66.jpg,"[ 1.7589535  -2.5271518   2.84578     1.1030889   0.39452788 -0.26852196
  2.523666   -0.7793305  -0.7382047  -0.42349738 -0.17100833  1.6252569
  0.44258967 -0.72776616  1.0901369  -0.26517263  2.7783875   1.1558597 ]"
f598446f60a9c89e762d59f5d08799e949f7b5d7.jpg,"[ 1.2183732  -1.4767272   3.0521314   2.5228589  -0.4746233  -0.8423397
  0.06310556 -4.3092685   0.29218316  0.93138367 -1.1936451   1.5064232
  0.74748254  0.7893726   2.4988234  -0.22390655  1.8333563   0.58028036]"
beeca5084fcbf1ff137be0155591486630d0989c.jpg,"[-0.7433633  -1.4830763   0.79220146  0.8641149   0.7076374   0.5185797
  1.8823379  -1.1599228  -0.22221598 -0.02873756 -0.8642454   3.0018291
  1.0328825   0.28185037  0.57364845 -2.6689513  -0.31755203  0.63902736]"
382ed31ab97cec6ba52051a1af0686bfd632971a.jpg,"[ 0.07145575  0.39402047  1.8859663   1.8543501  -1.6339017  -1.6725252
  0.9624023  -0.6624711  -0.17216116  2.3460455  -0.93364114  0.6150699
  0.01799111  1.2158868   0.24616683 -1.9562287   0.05841438 -0.4695109 ]"
5a09856a362270de5770bf6a081a25c5f92a5f42.jpg,"[ 0.6035376  -1.28581     2.3150623   0.24711785  0.12243474 -0.3233558
  2.7328744   0.36910623 -0.25137854 -0.37289068 -0.2182947   1.304703
  0.21364553 -0.68104905  1.360506    0.21935047  0.0640802  -1.201499  ]"
46aeff0a8d26d074bf0e2c49bb91194af41ea717.jpg,"[-0.86414725 -1.2897258   1.4601911   0.07474381 -0.5035494   0.2148362
 -0.17937939  0.8821903   0.4803303  -0.15208091  0.02763112  2.430399
 -0.6133562   1.005896   -0.37743858  0.7915763   0.4307715  -1.1337923 ]"
55b432a274f910906b7d48e766762e9278fbfaa4.jpg,"[ 1.483623   -1.7159497   1.587802   -0.5201508   0.29000083 -2.6348236
  1.3239479  -1.4804746  -0.64522874  0.3866465  -0.9814689   1.0281469
  0.09777308 -0.32413387  2.2735305  -1.6484047   1.7576175   0.33556303]"
01ed60df34a15534443de81f062bfcdd9b373f8b.jpg,"[-0.16985816 -0.3295071   0.63997906  2.524184   -1.3460896  -2.067942
 -0.5762266  -1.2046033  -0.00266045  0.29299828 -0.9018647   0.43569288
 -0.2352709  -0.46252733  1.1661223   0.08576987  1.8906182   1.4909494 ]"
35fb9aa3d63a0387dbad91e5d01a50a0e3c0bfb6.jpg,"[ 0.2728046  -0.3527701   1.1092004   1.4616717   0.2890908  -1.8359169
 -0.32305622 -1.776922   -0.29638934 -2.4481156  -2.9660292   2.2019994
  1.045167    0.01586162  3.2389576  -0.7194737   0.3758728   2.1159766 ]"
d8c5517ee11a8a22388cfca4dc0430f4df35cd75.jpg,"[ 2.188416    0.09303503  2.12601     0.8362357   1.7059246   0.6720968
  2.352128   -1.0350499  -0.69939667 -0.0396168   0.29421902  3.6110682
  0.82677114  0.05731504  1.4433752  -0.494157    0.45706767 -1.6160073 ]"
7d95e4583e6731b838b2168f2ab87cee756a3d92.jpg,"[ 0.0883609  -0.158756    0.12107446 -0.52823186  0.3267153  -0.2215524
 -0.67459035  1.8307301  -0.27573416 -0.16966864  2.225878    0.04662485
 -0.93479234 -0.27905327 -0.72631747  0.5551451  -1.3631647   1.344946  ]"
e2e773463872aefd06570bd721b3551deaf5a0fc.jpg,"[ 1.8830442  -1.7330923   1.151939    3.3577204  -0.49839026 -1.9786186
  2.7904565  -0.03056793 -0.61552715  0.28657556 -1.6914498   0.03541154
  1.1273196   0.49647528  2.0345318  -0.21700218  0.72834    -0.1494407 ]"
cfa25282abbacb39ca5d3f71c2e05089547b8dfe.jpg,"[ 2.9962206  -1.9912041   1.6443336   1.5868062  -0.44185603  0.6080318
  2.4230695   1.3180912   0.44614187  1.5143757   0.25590146  1.0008557
  2.2002237  -2.6968546   2.8260717   0.29937938  1.9154986   2.045923  ]"
100918d93f093cf3100120ab6979ddcf9ec10398.jpg,"[ 0.6350166  -2.4396613   1.2713736   0.461596    0.62516594 -0.7732444
  1.5923419   0.08049644  1.0381235   0.7539614   0.2810768   0.32890862
 -0.4842581   0.31425682 -1.0253875  -0.0171743   0.86021715  0.82678914]"
9a2c80e9510270699259f2e4ae4105d4a2ac4384.jpg,"[ 1.1621574  -1.8272127   1.3925792   0.8936506   0.3838362  -2.3003185
  1.5187551  -0.4560898  -0.8243744   1.4992048  -2.0037851   1.3994305
 -0.45977327  2.6847522   2.9731615  -0.00628817 -0.00311812  0.4803302 ]"
04f3341decdf3c64aca46494e2a005ca2e8ea6e9.jpg,"[ 1.130559   -0.89511716  1.5253724   0.8716008  -1.208964    0.2805016
  0.96211374 -0.5413024  -0.4646929   1.1096352  -0.9394473   1.4214897
  0.92283297 -0.3009696   2.2342944  -0.6806467   0.72397256  0.5589686 ]"
4197121c1118aabd0d98469b6b5959490138cef4.jpg,"[ 2.407324   -0.18660037  2.7194629   0.7290207  -1.3329897  -1.1255939
  0.14647871  0.00729147  1.1934505  -0.27047834 -3.771744    2.158699
 -0.46029726 -0.38977426  3.1941748   1.1635149   0.6247564   1.5805706 ]"
6de97a8265ba303a2f62bc05a43fdc4ffb6ab719.jpg,"[ 1.3761307   0.572552    1.0320439  -0.13114372  1.4355433  -0.6047517
  2.0311444   0.03154689  0.80518097 -1.1906353   0.23644255  1.6498634
  0.15040088 -0.24769723  2.5641415  -0.64290744  0.32721224 -2.0750904 ]"
3086e7dea7b539983a3db16498653f7a6f4d3779.jpg,"[-0.14923716  2.0055287   2.5946712   2.091809   -0.04689995 -1.3471218
 -0.0533498   1.7505596  -0.3510111   1.4106236   0.06241535  0.98094994
 -0.5896204  -0.18342686 -0.08547144 -0.78194225 -0.06917416  0.60362065]"
da61ea92b70a320fe08673a5a393fe831ded46b1.jpg,"[ 0.34217697 -1.5364329   2.6968474   1.9643683  -0.77806956  1.2966824
  0.5319896  -1.0511228   0.42093414  0.58739465 -2.9818614   2.7578177
  0.12422412  0.87297755  1.9238685  -1.7719572   2.363446   -1.4875897 ]"
7ac52fc8518b46ee0f46c4bbee47f75dd86bd4c9.jpg,"[ 1.9406446   0.43022215  0.1541348   0.5732283  -2.4292037  -1.772852
  2.172933   -1.6078414   0.1936208   0.74589425 -1.1068271   2.116767
  0.20703147  3.4816322   2.4267738  -2.818947   -0.5313131   0.41189703]"
b9f82f3a05e114e52303e69e107e2bed455c4ea7.jpg,"[-0.4919029  -0.32940677 -0.2894465   0.3548532  -1.7985367  -0.7391363
  0.7793863   0.34472314 -1.9504586   0.90394187 -1.4289725   1.1604794
 -0.39754224  1.2549456   1.0987626  -0.77374774  1.1773132   0.56585354]"
74b5b92a864c29f61e8d2397d16476afa3452401.jpg,"[ 0.9227324   1.3420784   3.5951192   0.2310598   0.08478649 -0.10947817
  0.8102815   1.5608047  -1.0711963   1.070945    0.2154362   1.3125339
  1.9297389   1.2819262   2.7688797   0.6242761   1.9286383   0.55303085]"
e09765a7f088ee5d82a251adb80cd8dfa1ef157f.jpg,"[ 0.10000151 -1.637571    3.2692106   0.12729618  0.25823644 -2.2459693
  0.45548183  1.2199665   1.3729442   4.303923   -3.0293596   3.0132914
 -0.56972474  0.24631156 -0.43269405 -1.8997713   1.0003965  -0.6680931 ]"
a711ce5ee7771ac21c35be99e17c7d58b5a7447a.jpg,"[ 0.5120673  -0.31869012  1.5426452   1.5716407   0.86324227 -2.3143964
  1.8423208  -1.765182   -0.8377138  -0.6273709   0.07795782  1.9276983
  2.1151848   0.33213213  1.6796447  -1.5204384  -0.4285269  -0.17291172]"
d8fc134bfa5cc09f4a67ece5e403470bd2d57e9a.jpg,"[-0.01324117 -2.7090971   0.617099    2.682057   -1.5749191  -2.5100474
  0.04593425 -1.0901158   1.3544904   2.0095837  -1.2565742   1.7308246
  0.6989253  -1.7069178   1.7556914  -1.3421705   0.2108999   2.3632982 ]"
6263c0f10c00dbda81f006205a0f3082a0bd62bf.jpg,"[ 0.9697642  -2.12506     3.4706333   1.4789569  -1.350828   -1.0624148
  1.842833   -0.34203145  2.5588486   1.1987731  -0.5432961   1.3801811
 -1.1385853  -0.03156752  1.6760978   0.16905892  1.4387326   1.8403878 ]"
4e8d0b307871f910bfea3a544da6be8e9a65fd2b.jpg,"[ 3.1814048   0.3400772   1.854313    2.3804402  -0.8373368  -0.919069
  1.2084727  -0.21104011 -1.6538844   1.4492877  -1.078667    1.4645896
  1.1435628   1.5502218   2.4287302  -0.67704695  0.72168297 -0.7681993 ]"
57df36546603b4165c421db4b9e686fcb0eb509e.jpg,"[ 2.6365628e+00 -6.4875978e-01  2.4172370e-03  5.2581173e-01
 -6.5523826e-02 -3.7332390e-02  2.0859966e+00 -1.5905734e+00
  5.6741908e-02  1.4125319e+00 -8.0631709e-01  2.5980949e+00
  2.2091445e-01  8.6014313e-01  3.6574743e+00 -1.4581385e+00
  7.5283843e-01 -4.5139205e-01]"
22234357d9b91539349bfd348f4efaae53db8eee.jpg,"[ 1.1750067   0.30671954  2.1638749   0.31120065  0.29359657 -0.99419314
  1.0075153   0.5800088  -0.8734867   0.34397087 -0.80200434  0.19380736
  1.3342355  -0.693106    2.6805334   0.97447354  1.4599578   0.63937116]"
d5179f4cef8aa3b474a9e6cc62adb60b875faa0e.jpg,"[ 1.5491827   1.798585    2.1718357  -0.39452645  0.7762356  -1.4933305
  0.70752114  2.406595    1.1247892   0.7797526   0.06312214  0.87351555
  2.4406228  -1.8706521   3.6793475  -1.173637   -1.1329212   0.98486966]"
2dc9be09033d78a890ebbbfa4c1a4a2f637e5fd4.jpg,"[ 1.4221731  -2.0654347   3.2717214   0.15214139  0.26812464 -3.2665312
  2.2526202  -0.28987354  2.5870552   0.7665063  -0.43611917  2.049553
  0.92442864 -1.231337    2.577332   -1.5277704   1.3926675  -0.9386685 ]"
909ecfa0f7cb126731ed7c5d6f960e53164ee5c7.jpg,"[ 0.3532737  -1.0402908   2.455773    0.31588086  0.6559349   0.6508469
 -0.04895929  0.11992443  0.58973885 -0.34027407 -0.89128137  1.7136595
  0.9606167   1.0741762   1.063696   -1.5033808   2.6254163   0.14588414]"
9b3973f7f97d86acf0ceec48052ae2348df79e4a.jpg,"[ 1.2985036  -0.16911244  1.4364501   0.5346106  -1.1465939   0.30215055
  0.05097323  1.3000149   0.5202971  -0.35794306  0.3989154   2.3151116
 -0.33540198  0.5695254  -1.3924615   0.7012927   1.0531169   0.12216015]"
6513a53602dc09afbe293379e0d7e0f9c6af7abe.jpg,"[ 0.71131635 -1.0471988   1.9921844   0.9932537   0.39354423 -0.3549483
  0.34897098 -0.44205105  0.38828135 -0.35583195 -0.7443365   1.361381
  0.40440425 -1.027038    1.8113043  -0.6886586  -0.10505914 -0.67513555]"
f95ad6530f8b53c709f5d8c9526b1384944a3d57.jpg,"[ 1.8229373   2.5559587   2.0143757   1.4429423  -0.57929647 -2.0259404
 -0.11544194 -0.17072302 -1.3845899   0.23162222 -1.3195759   2.8869622
  0.15454043  0.9470517   2.9389358  -0.35919747 -0.08997925 -0.8743366 ]"
50a898d2ba3e3e12d482351ef5d766318ec706f5.jpg,"[ 0.26014447 -2.4178362   3.3507104   1.1341473   0.45024982 -0.41841608
  0.6626564  -1.4882873   1.0940948  -1.2104815  -2.2489986   3.0363646
  1.8353242  -0.2854253   1.9294751  -0.726852    1.5044923  -1.1306112 ]"
