,mask,gender,age,mask_label,gender_label,age_label,path,label
129,mask4,male,18,0,0,0,/opt/ml/input/data/train/images/004424_male_Asian_19/mask4.jpg,0
130,incorrect_mask,male,18,1,0,0,/opt/ml/input/data/train/images/004424_male_Asian_19/incorrect_mask.jpg,6
131,mask3,male,18,0,0,0,/opt/ml/input/data/train/images/004424_male_Asian_19/mask3.jpg,0
132,mask5,male,18,0,0,0,/opt/ml/input/data/train/images/004424_male_Asian_19/mask5.jpg,0
133,normal,male,18,2,0,0,/opt/ml/input/data/train/images/006921_male_Asian_19/normal.jpg,12
134,mask1,male,18,0,0,0,/opt/ml/input/data/train/images/006921_male_Asian_19/mask1.jpg,0
135,mask2,male,18,0,0,0,/opt/ml/input/data/train/images/006921_male_Asian_19/mask2.jpg,0
136,mask4,male,18,0,0,0,/opt/ml/input/data/train/images/006921_male_Asian_19/mask4.jpg,0
137,incorrect_mask,male,18,1,0,0,/opt/ml/input/data/train/images/006921_male_Asian_19/incorrect_mask.jpg,6
138,mask3,male,18,0,0,0,/opt/ml/input/data/train/images/006921_male_Asian_19/mask3.jpg,0
139,mask5,male,18,0,0,0,/opt/ml/input/data/train/images/006921_male_Asian_19/mask5.jpg,0
140,normal,female,58,2,1,2,/opt/ml/input/data/train/images/000276_female_Asian_58/normal.jpg,17
141,mask1,female,58,0,1,2,/opt/ml/input/data/train/images/000276_female_Asian_58/mask1.jpg,5
142,mask2,female,58,0,1,2,/opt/ml/input/data/train/images/000276_female_Asian_58/mask2.jpg,5
143,mask4,female,58,0,1,2,/opt/ml/input/data/train/images/000276_female_Asian_58/mask4.jpg,5
144,incorrect_mask,female,58,1,1,2,/opt/ml/input/data/train/images/000276_female_Asian_58/incorrect_mask.jpg,11
145,mask3,female,58,0,1,2,/opt/ml/input/data/train/images/000276_female_Asian_58/mask3.jpg,5
146,mask5,female,58,0,1,2,/opt/ml/input/data/train/images/000276_female_Asian_58/mask5.jpg,5
147,normal,female,58,2,1,2,/opt/ml/input/data/train/images/000356_female_Asian_58/normal.jpg,17
148,mask1,female,58,0,1,2,/opt/ml/input/data/train/images/000356_female_Asian_58/mask1.jpg,5
149,mask2,female,58,0,1,2,/opt/ml/input/data/train/images/000356_female_Asian_58/mask2.jpg,5
150,mask4,female,58,0,1,2,/opt/ml/input/data/train/images/000356_female_Asian_58/mask4.jpg,5
151,incorrect_mask,female,58,1,1,2,/opt/ml/input/data/train/images/000356_female_Asian_58/incorrect_mask.jpg,11
152,mask3,female,58,0,1,2,/opt/ml/input/data/train/images/000356_female_Asian_58/mask3.jpg,5
153,mask5,female,58,0,1,2,/opt/ml/input/data/train/images/000356_female_Asian_58/mask5.jpg,5
154,normal,female,57,2,1,1,/opt/ml/input/data/train/images/001708_female_Asian_55/normal.jpg,16
155,mask1,female,57,0,1,1,/opt/ml/input/data/train/images/001708_female_Asian_55/mask1.jpg,4
156,mask2,female,57,0,1,1,/opt/ml/input/data/train/images/001708_female_Asian_55/mask2.jpg,4
157,mask4,female,57,0,1,1,/opt/ml/input/data/train/images/001708_female_Asian_55/mask4.jpg,4
158,incorrect_mask,female,57,1,1,1,/opt/ml/input/data/train/images/001708_female_Asian_55/incorrect_mask.jpg,10
159,mask3,female,57,0,1,1,/opt/ml/input/data/train/images/001708_female_Asian_55/mask3.jpg,4
160,mask5,female,57,0,1,1,/opt/ml/input/data/train/images/001708_female_Asian_55/mask5.jpg,4
161,normal,female,57,2,1,1,/opt/ml/input/data/train/images/003778_female_Asian_57/normal.jpg,16
162,mask1,female,57,0,1,1,/opt/ml/input/data/train/images/003778_female_Asian_57/mask1.jpg,4
163,mask2,female,57,0,1,1,/opt/ml/input/data/train/images/003778_female_Asian_57/mask2.jpg,4
164,mask4,female,57,0,1,1,/opt/ml/input/data/train/images/003778_female_Asian_57/mask4.jpg,4
165,incorrect_mask,female,57,1,1,1,/opt/ml/input/data/train/images/003778_female_Asian_57/incorrect_mask.jpg,10
166,mask3,female,57,0,1,1,/opt/ml/input/data/train/images/003778_female_Asian_57/mask3.jpg,4
167,mask5,female,57,0,1,1,/opt/ml/input/data/train/images/003778_female_Asian_57/mask5.jpg,4
168,normal,female,20,2,1,0,/opt/ml/input/data/train/images/001643_female_Asian_21/normal.jpg,15
169,mask1,female,20,0,1,0,/opt/ml/input/data/train/images/001643_female_Asian_21/mask1.jpg,3
170,mask2,female,20,0,1,0,/opt/ml/input/data/train/images/001643_female_Asian_21/mask2.jpg,3
171,mask4,female,20,0,1,0,/opt/ml/input/data/train/images/001643_female_Asian_21/mask4.jpg,3
172,incorrect_mask,female,20,1,1,0,/opt/ml/input/data/train/images/001643_female_Asian_21/incorrect_mask.jpg,9
173,mask3,female,20,0,1,0,/opt/ml/input/data/train/images/001643_female_Asian_21/mask3.jpg,3
174,mask5,female,20,0,1,0,/opt/ml/input/data/train/images/001643_female_Asian_21/mask5.jpg,3
175,normal,male,43,2,0,1,/opt/ml/input/data/train/images/003806_male_Asian_48/normal.jpg,13
176,mask1,male,43,0,0,1,/opt/ml/input/data/train/images/003806_male_Asian_48/mask1.jpg,1
177,mask2,male,43,0,0,1,/opt/ml/input/data/train/images/003806_male_Asian_48/mask2.jpg,1
178,mask4,male,43,0,0,1,/opt/ml/input/data/train/images/003806_male_Asian_48/mask4.jpg,1
179,incorrect_mask,male,43,1,0,1,/opt/ml/input/data/train/images/003806_male_Asian_48/incorrect_mask.jpg,7
180,mask3,male,43,0,0,1,/opt/ml/input/data/train/images/003806_male_Asian_48/mask3.jpg,1
181,mask5,male,43,0,0,1,/opt/ml/input/data/train/images/003806_male_Asian_48/mask5.jpg,1
182,normal,female,23,2,1,0,/opt/ml/input/data/train/images/001157_female_Asian_24/normal.jpg,15
183,mask1,female,23,0,1,0,/opt/ml/input/data/train/images/001157_female_Asian_24/mask1.jpg,3
184,mask2,female,23,0,1,0,/opt/ml/input/data/train/images/001157_female_Asian_24/mask2.jpg,3
185,mask4,female,23,0,1,0,/opt/ml/input/data/train/images/001157_female_Asian_24/mask4.jpg,3
186,incorrect_mask,female,23,1,1,0,/opt/ml/input/data/train/images/001157_female_Asian_24/incorrect_mask.jpg,9
187,mask3,female,23,0,1,0,/opt/ml/input/data/train/images/001157_female_Asian_24/mask3.jpg,3
188,mask5,female,23,0,1,0,/opt/ml/input/data/train/images/001157_female_Asian_24/mask5.jpg,3
189,normal,female,23,2,1,0,/opt/ml/input/data/train/images/001060_female_Asian_25/normal.jpg,15
190,mask1,female,23,0,1,0,/opt/ml/input/data/train/images/001060_female_Asian_25/mask1.jpg,3
191,mask2,female,23,0,1,0,/opt/ml/input/data/train/images/001060_female_Asian_25/mask2.jpg,3
192,mask4,female,23,0,1,0,/opt/ml/input/data/train/images/001060_female_Asian_25/mask4.jpg,3
193,incorrect_mask,female,23,1,1,0,/opt/ml/input/data/train/images/001060_female_Asian_25/incorrect_mask.jpg,9
194,mask3,female,23,0,1,0,/opt/ml/input/data/train/images/001060_female_Asian_25/mask3.jpg,3
195,mask5,female,23,0,1,0,/opt/ml/input/data/train/images/001060_female_Asian_25/mask5.jpg,3
196,normal,male,18,2,0,0,/opt/ml/input/data/train/images/001501_male_Asian_18/normal.jpg,12
197,mask1,male,18,0,0,0,/opt/ml/input/data/train/images/001501_male_Asian_18/mask1.jpg,0
198,mask2,male,18,0,0,0,/opt/ml/input/data/train/images/001501_male_Asian_18/mask2.jpg,0
199,mask4,male,18,0,0,0,/opt/ml/input/data/train/images/001501_male_Asian_18/mask4.jpg,0
200,incorrect_mask,male,18,1,0,0,/opt/ml/input/data/train/images/001501_male_Asian_18/incorrect_mask.jpg,6
201,mask3,male,18,0,0,0,/opt/ml/input/data/train/images/001501_male_Asian_18/mask3.jpg,0
202,mask5,male,18,0,0,0,/opt/ml/input/data/train/images/001501_male_Asian_18/mask5.jpg,0
203,mask3,male,18,0,0,0,/opt/ml/input/data/train/images/006137_male_Asian_19/mask3.png,0
204,normal,male,18,2,0,0,/opt/ml/input/data/train/images/006137_male_Asian_19/normal.png,12
205,mask2,male,18,0,0,0,/opt/ml/input/data/train/images/006137_male_Asian_19/mask2.png,0
206,mask1,male,18,0,0,0,/opt/ml/input/data/train/images/006137_male_Asian_19/mask1.png,0
207,mask5,male,18,0,0,0,/opt/ml/input/data/train/images/006137_male_Asian_19/mask5.png,0
208,mask4,male,18,0,0,0,/opt/ml/input/data/train/images/006137_male_Asian_19/mask4.png,0
209,incorrect_mask,male,18,1,0,0,/opt/ml/input/data/train/images/006137_male_Asian_19/incorrect_mask.png,6
210,normal,male,23,2,0,0,/opt/ml/input/data/train/images/005526_male_Asian_23/normal.jpg,12
211,mask1,male,23,0,0,0,/opt/ml/input/data/train/images/005526_male_Asian_23/mask1.jpg,0
212,mask2,male,23,0,0,0,/opt/ml/input/data/train/images/005526_male_Asian_23/mask2.jpg,0
213,mask4,male,23,0,0,0,/opt/ml/input/data/train/images/005526_male_Asian_23/mask4.jpg,0
214,incorrect_mask,male,23,1,0,0,/opt/ml/input/data/train/images/005526_male_Asian_23/incorrect_mask.jpg,6
215,mask3,male,23,0,0,0,/opt/ml/input/data/train/images/005526_male_Asian_23/mask3.jpg,0
216,mask5,male,23,0,0,0,/opt/ml/input/data/train/images/005526_male_Asian_23/mask5.jpg,0
217,normal,female,57,2,1,1,/opt/ml/input/data/train/images/004070_female_Asian_55/normal.jpg,16
218,mask1,female,57,0,1,1,/opt/ml/input/data/train/images/004070_female_Asian_55/mask1.jpg,4
219,mask2,female,57,0,1,1,/opt/ml/input/data/train/images/004070_female_Asian_55/mask2.jpg,4
220,mask4,female,57,0,1,1,/opt/ml/input/data/train/images/004070_female_Asian_55/mask4.jpg,4
221,incorrect_mask,female,57,1,1,1,/opt/ml/input/data/train/images/004070_female_Asian_55/incorrect_mask.jpg,10
222,mask3,female,57,0,1,1,/opt/ml/input/data/train/images/004070_female_Asian_55/mask3.jpg,4
223,mask5,female,57,0,1,1,/opt/ml/input/data/train/images/004070_female_Asian_55/mask5.jpg,4
224,normal,female,18,2,1,0,/opt/ml/input/data/train/images/003084_female_Asian_19/normal.jpg,15
225,mask1,female,18,0,1,0,/opt/ml/input/data/train/images/003084_female_Asian_19/mask1.jpg,3
226,mask2,female,18,0,1,0,/opt/ml/input/data/train/images/003084_female_Asian_19/mask2.jpg,3
227,mask4,female,18,0,1,0,/opt/ml/input/data/train/images/003084_female_Asian_19/mask4.jpg,3
228,incorrect_mask,female,18,1,1,0,/opt/ml/input/data/train/images/003084_female_Asian_19/incorrect_mask.jpg,9
229,mask3,female,18,0,1,0,/opt/ml/input/data/train/images/003084_female_Asian_19/mask3.jpg,3
230,mask5,female,18,0,1,0,/opt/ml/input/data/train/images/003084_female_Asian_19/mask5.jpg,3
231,normal,female,20,2,1,0,/opt/ml/input/data/train/images/003379_female_Asian_20/normal.jpg,15
232,mask1,female,20,0,1,0,/opt/ml/input/data/train/images/003379_female_Asian_20/mask1.jpg,3
233,mask2,female,20,0,1,0,/opt/ml/input/data/train/images/003379_female_Asian_20/mask2.jpg,3
234,mask4,female,20,0,1,0,/opt/ml/input/data/train/images/003379_female_Asian_20/mask4.jpg,3
235,incorrect_mask,female,20,1,1,0,/opt/ml/input/data/train/images/003379_female_Asian_20/incorrect_mask.jpg,9
236,mask3,female,20,0,1,0,/opt/ml/input/data/train/images/003379_female_Asian_20/mask3.jpg,3
237,mask5,female,20,0,1,0,/opt/ml/input/data/train/images/003379_female_Asian_20/mask5.jpg,3
238,normal,male,23,2,0,0,/opt/ml/input/data/train/images/001393_male_Asian_24/normal.jpg,12
239,mask1,male,23,0,0,0,/opt/ml/input/data/train/images/001393_male_Asian_24/mask1.jpg,0
240,mask2,male,23,0,0,0,/opt/ml/input/data/train/images/001393_male_Asian_24/mask2.jpg,0
241,mask4,male,23,0,0,0,/opt/ml/input/data/train/images/001393_male_Asian_24/mask4.jpg,0
242,incorrect_mask,male,23,1,0,0,/opt/ml/input/data/train/images/001393_male_Asian_24/incorrect_mask.jpg,6
243,mask3,male,23,0,0,0,/opt/ml/input/data/train/images/001393_male_Asian_24/mask3.jpg,0
244,mask5,male,23,0,0,0,/opt/ml/input/data/train/images/001393_male_Asian_24/mask5.jpg,0
245,normal,male,30,2,0,1,/opt/ml/input/data/train/images/003866_male_Asian_40/normal.jpg,13
246,mask1,male,30,0,0,1,/opt/ml/input/data/train/images/003866_male_Asian_40/mask1.jpg,1
247,mask2,male,30,0,0,1,/opt/ml/input/data/train/images/003866_male_Asian_40/mask2.jpg,1
248,mask4,male,30,0,0,1,/opt/ml/input/data/train/images/003866_male_Asian_40/mask4.jpg,1
249,incorrect_mask,male,30,1,0,1,/opt/ml/input/data/train/images/003866_male_Asian_40/incorrect_mask.jpg,7
250,mask3,male,30,0,0,1,/opt/ml/input/data/train/images/003866_male_Asian_40/mask3.jpg,1
251,mask5,male,30,0,0,1,/opt/ml/input/data/train/images/003866_male_Asian_40/mask5.jpg,1
252,normal,female,60,2,1,2,/opt/ml/input/data/train/images/004213_female_Asian_60/normal.jpg,17
253,mask1,female,60,0,1,2,/opt/ml/input/data/train/images/004213_female_Asian_60/mask1.jpg,5
254,mask2,female,60,0,1,2,/opt/ml/input/data/train/images/004213_female_Asian_60/mask2.jpg,5
255,mask4,female,60,0,1,2,/opt/ml/input/data/train/images/004213_female_Asian_60/mask4.jpg,5
256,incorrect_mask,female,60,1,1,2,/opt/ml/input/data/train/images/004213_female_Asian_60/incorrect_mask.jpg,11
257,mask3,female,60,0,1,2,/opt/ml/input/data/train/images/004213_female_Asian_60/mask3.jpg,5
258,mask5,female,60,0,1,2,/opt/ml/input/data/train/images/004213_female_Asian_60/mask5.jpg,5
259,normal,male,43,2,0,1,/opt/ml/input/data/train/images/001751_male_Asian_51/normal.jpg,13
260,mask1,male,43,0,0,1,/opt/ml/input/data/train/images/001751_male_Asian_51/mask1.jpg,1
261,mask2,male,43,0,0,1,/opt/ml/input/data/train/images/001751_male_Asian_51/mask2.jpg,1
262,mask4,male,43,0,0,1,/opt/ml/input/data/train/images/001751_male_Asian_51/mask4.jpg,1
