,id,gender,race,age,path
342,000773,female,Asian,57,000773_female_Asian_57
435,001055,female,Asian,23,001055_female_Asian_25
420,001041,female,Asian,23,001041_female_Asian_25
2610,006665,male,Asian,18,006665_male_Asian_19
780,001516,female,Asian,57,001516_female_Asian_57
1588,003746,male,Asian,43,003746_male_Asian_50
119,000301,female,Asian,57,000301_female_Asian_55
2237,005537,male,Asian,43,005537_male_Asian_50
1600,003762,female,Asian,43,003762_female_Asian_44
944,001734,male,Asian,23,001734_male_Asian_23
1784,004237,female,Asian,59,004237_female_Asian_59
1857,004345,female,Asian,59,004345_female_Asian_59
2493,006472,female,Asian,18,006472_female_Asian_18
2487,006466,female,Asian,18,006466_female_Asian_18
2155,005440,female,Asian,43,005440_female_Asian_50
1130,003071,female,Asian,20,003071_female_Asian_20
1503,003577,male,Asian,60,003577_male_Asian_60
2194,005487,female,Asian,43,005487_female_Asian_48
353,000799,female,Asian,43,000799_female_Asian_51
2667,006748,male,Asian,18,006748_male_Asian_19
1780,004231,female,Asian,60,004231_female_Asian_60
1441,003508-1,female,Asian,60,003508-1_female_Asian_60
1401,003440,male,Asian,60,003440_male_Asian_60
2089,005256,male,Asian,20,005256_male_Asian_22
1336,003361,female,Asian,20,003361_female_Asian_20
613,001280,female,Asian,23,001280_female_Asian_27
185,000567,female,Asian,43,000567_female_Asian_51
1075,003005,female,Asian,20,003005_female_Asian_20
407,001029-1,female,Asian,23,001029-1_female_Asian_23
1258,003264,female,Asian,18,003264_female_Asian_19
2208,005503,female,Asian,57,005503_female_Asian_55
2652,006725,male,Asian,18,006725_male_Asian_19
1090,003023,female,Asian,20,003023_female_Asian_20
1416,003467,female,Asian,57,003467_female_Asian_57
322,000747,female,Asian,43,000747_female_Asian_52
1484,003557,female,Asian,43,003557_female_Asian_51
127,000336,female,Asian,57,000336_female_Asian_56
2230,005528,female,Asian,30,005528_female_Asian_40
1914,004436,male,Asian,20,004436_male_Asian_22
2601,006654,male,Asian,18,006654_male_Asian_19
1505,003579,male,Asian,60,003579_male_Asian_60
1198,003158,female,Asian,20,003158_female_Asian_20
1577,003733,male,Asian,58,003733_male_Asian_58
466,001090,male,Asian,30,001090_male_Asian_34
2659,006732,male,Asian,18,006732_male_Asian_19
443,001063,female,Asian,60,001063_female_Asian_60
1543,003676,male,Asian,58,003676_male_Asian_58
838,001583,female,Asian,23,001583_female_Asian_27
1403,003442,female,Asian,60,003442_female_Asian_60
820,001561,male,Asian,20,001561_male_Asian_20
204,000597,male,Asian,57,000597_male_Asian_57
296,000718,female,Asian,57,000718_female_Asian_56
2559,006580,female,Asian,20,006580_female_Asian_20
1939,004468,female,Asian,58,004468_female_Asian_58
382,001005,male,Asian,23,001005_male_Asian_24
1339,003364,female,Asian,18,003364_female_Asian_19
2324,006167,female,Asian,18,006167_female_Asian_18
733,001467,female,Asian,57,001467_female_Asian_53
1303,003320,female,Asian,18,003320_female_Asian_19
1193,003153,female,Asian,18,003153_female_Asian_19
1981,005026,male,Asian,60,005026_male_Asian_60
1879,004381,male,Asian,43,004381_male_Asian_50
2484,006462,female,Asian,18,006462_female_Asian_18
928,001715,male,Asian,43,001715_male_Asian_43
2422,006386,male,Asian,18,006386_male_Asian_19
1342,003367,female,Asian,18,003367_female_Asian_19
620,001289,female,Asian,23,001289_female_Asian_23
611,001276,female,Asian,23,001276_female_Asian_25
958,001749,female,Asian,30,001749_female_Asian_39
1763,004207,male,Asian,18,004207_male_Asian_18
697,001411,male,Asian,23,001411_male_Asian_26
1852,004333,male,Asian,57,004333_male_Asian_57
2486,006465,female,Asian,18,006465_female_Asian_18
921,001707,female,Asian,57,001707_female_Asian_56
1444,003510,male,Asian,58,003510_male_Asian_58
984,001775-1,female,Asian,43,001775-1_female_Asian_50
1134,003079,female,Asian,18,003079_female_Asian_19
2386,006344,female,Asian,18,006344_female_Asian_18
158,000535,female,Asian,43,000535_female_Asian_50
1411,003458,female,Asian,43,003458_female_Asian_46
1299,003316,female,Asian,18,003316_female_Asian_19
1186,003144,female,Asian,18,003144_female_Asian_19
658,001347,female,Asian,20,001347_female_Asian_22
1884,004386,female,Asian,60,004386_female_Asian_60
1919,004443,male,Asian,18,004443_male_Asian_18
1304,003321,female,Asian,18,003321_female_Asian_19
2661,006738,male,Asian,18,006738_male_Asian_19
239,000641,female,Asian,57,000641_female_Asian_57
72,000232,male,Asian,57,000232_male_Asian_53
755,001492-1,female,Asian,20,001492-1_female_Asian_22
1949,004480,female,Asian,58,004480_female_Asian_58
1851,004332,female,Asian,60,004332_female_Asian_60
2328,006172,female,Asian,18,006172_female_Asian_19
48,000075,female,Asian,57,000075_female_Asian_56
571,001210,male,Asian,23,001210_male_Asian_25
1606,003768,female,Asian,43,003768_female_Asian_50
1899,004418,male,Asian,20,004418_male_Asian_20
2654,006727,male,Asian,20,006727_male_Asian_20
1166,003120,female,Asian,18,003120_female_Asian_19
484,001112,male,Asian,30,001112_male_Asian_28
2078,005243,male,Asian,20,005243_male_Asian_21
108,000283,female,Asian,57,000283_female_Asian_57
1410,003457,female,Asian,43,003457_female_Asian_45
194,000577,female,Asian,57,000577_female_Asian_57
1586,003743,female,Asian,43,003743_female_Asian_50
970,001762,male,Asian,30,001762_male_Asian_40
635,001310,female,Asian,23,001310_female_Asian_25
1675,003854,female,Asian,43,003854_female_Asian_47
654,001338,female,Asian,57,001338_female_Asian_54
1664,003843,male,Asian,57,003843_male_Asian_55
411,001033,female,Asian,18,001033_female_Asian_19
2614,006669,male,Asian,18,006669_male_Asian_19
2615,006670,male,Asian,18,006670_male_Asian_19
2175,005461,female,Asian,60,005461_female_Asian_60
2130,005408,male,Asian,30,005408_male_Asian_28
505,001135,male,Asian,23,001135_male_Asian_23
95,000268,male,Asian,59,000268_male_Asian_59
1639,003808,male,Asian,43,003808_male_Asian_50
2151,005433,female,Asian,20,005433_female_Asian_22
230,000630,female,Asian,57,000630_female_Asian_55
947,001737,male,Asian,18,001737_male_Asian_18
1732,004074,male,Asian,59,004074_male_Asian_59
843,001588,female,Asian,18,001588_female_Asian_18
1375,003405,female,Asian,43,003405_female_Asian_49
2095,005262,male,Asian,20,005262_male_Asian_20
2417,006381,male,Asian,18,006381_male_Asian_19
1175,003131,female,Asian,20,003131_female_Asian_20
1807,004267,female,Asian,58,004267_female_Asian_58
2229,005527,female,Asian,30,005527_female_Asian_40
762,001497,male,Asian,60,001497_male_Asian_60
1395,003432,female,Asian,43,003432_female_Asian_52
511,001141,male,Asian,23,001141_male_Asian_23
1642,003812,male,Asian,43,003812_male_Asian_52
1907,004427,female,Asian,30,004427_female_Asian_29
1455,003519,male,Asian,57,003519_male_Asian_54
2503,006484,female,Asian,18,006484_female_Asian_18
2100,005267,male,Asian,20,005267_male_Asian_21
1954,004485,male,Asian,57,004485_male_Asian_57
1422,003474,female,Asian,43,003474_female_Asian_48
1146,003095,female,Asian,20,003095_female_Asian_20
1967,005009,female,Asian,43,005009_female_Asian_49
975,001769,male,Asian,43,001769_male_Asian_51
1423,003479,male,Asian,23,003479_male_Asian_25
763,001498,female,Asian,59,001498_female_Asian_59
744,001481,male,Asian,57,001481_male_Asian_55
2021,005089,female,Asian,57,005089_female_Asian_57
502,001132,female,Asian,43,001132_female_Asian_43
2038,005123,female,Asian,57,005123_female_Asian_54
2455,006426,female,Asian,18,006426_female_Asian_18
2408,006368,male,Asian,18,006368_male_Asian_19
465,001089,female,Asian,23,001089_female_Asian_25
1665,003844,female,Asian,57,003844_female_Asian_57
2354,006228,male,Asian,20,006228_male_Asian_20
1265,003272,female,Asian,18,003272_female_Asian_19
2264,006069,female,Asian,18,006069_female_Asian_19
319,000743,female,Asian,43,000743_female_Asian_51
2123,005294,male,Asian,57,005294_male_Asian_56
1424,003480,female,Asian,57,003480_female_Asian_53
1330,003355,female,Asian,18,003355_female_Asian_19
1674,003853,female,Asian,57,003853_female_Asian_57
2298,006132,male,Asian,18,006132_male_Asian_19
2649,006721,male,Asian,20,006721_male_Asian_20
129,000348,male,Asian,58,000348_male_Asian_58
145,000519,female,Asian,57,000519_female_Asian_56
2602,006655,male,Asian,20,006655_male_Asian_20
297,000719,female,Asian,57,000719_female_Asian_53
854,001599,male,Asian,23,001599_male_Asian_24
2664,006744,male,Asian,20,006744_male_Asian_20
508,001138,female,Asian,23,001138_female_Asian_23
734,001468,female,Asian,60,001468_female_Asian_60
2461,006433,female,Asian,18,006433_female_Asian_18
2500,006480,female,Asian,18,006480_female_Asian_18
787,001523,male,Asian,30,001523_male_Asian_28
118,000299,female,Asian,57,000299_female_Asian_57
232,000632,female,Asian,57,000632_female_Asian_54
1617,003783,female,Asian,30,003783_female_Asian_40
1438,003506,male,Asian,57,003506_male_Asian_56
897,001649,female,Asian,43,001649_female_Asian_44
662,001354,male,Asian,23,001354_male_Asian_27
62,000218,female,Asian,59,000218_female_Asian_59
2257,006057,female,Asian,18,006057_female_Asian_19
498,001129,male,Asian,20,001129_male_Asian_20
1356,003383,female,Asian,18,003383_female_Asian_19
1139,003085,female,Asian,20,003085_female_Asian_20
263,000669,female,Asian,58,000669_female_Asian_58
1026,001840-1,male,Asian,20,001840-1_male_Asian_22
249,000653,female,Asian,43,000653_female_Asian_52
2549,006562,male,Asian,18,006562_male_Asian_19
2579,006617,male,Asian,18,006617_male_Asian_19
994,001788,male,Asian,30,001788_male_Asian_28
847,001592,male,Asian,59,001592_male_Asian_59
1519,003599,female,Asian,58,003599_female_Asian_58
2049,005143,female,Asian,30,005143_female_Asian_29
2105,005272,male,Asian,20,005272_male_Asian_20
2273,006086,male,Asian,18,006086_male_Asian_19
2158,005443,female,Asian,23,005443_female_Asian_23
144,000518,female,Asian,57,000518_female_Asian_55
905,001659,male,Asian,23,001659_male_Asian_23
1068,001989,male,Asian,43,001989_male_Asian_50
2116,005285,male,Asian,20,005285_male_Asian_22
715,001444,male,Asian,60,001444_male_Asian_60
945,001735,male,Asian,57,001735_male_Asian_53
39,000048,female,Asian,57,000048_female_Asian_57
1305,003323,female,Asian,18,003323_female_Asian_19
1418,003469,female,Asian,57,003469_female_Asian_55
1654,003828,female,Asian,30,003828_female_Asian_29
1733,004075,male,Asian,57,004075_male_Asian_54
1895,004412,male,Asian,18,004412_male_Asian_19
1244,003231,female,Asian,18,003231_female_Asian_19
2427,006395,male,Asian,18,006395_male_Asian_19
2046,005138,male,Asian,30,005138_male_Asian_30
996,001791,male,Asian,23,001791_male_Asian_24
2134,005412,female,Asian,60,005412_female_Asian_60
2256,006056,female,Asian,18,006056_female_Asian_19
863,001611,male,Asian,23,001611_male_Asian_23
882,001633,female,Asian,58,001633_female_Asian_58
674,001367,male,Asian,20,001367_male_Asian_21
1493,003566,male,Asian,57,003566_male_Asian_53
171,000552,female,Asian,57,000552_female_Asian_56
2499,006479,female,Asian,18,006479_female_Asian_18
493,001123,female,Asian,23,001123_female_Asian_25
1798,004257,female,Asian,57,004257_female_Asian_57
634,001309,male,Asian,23,001309_male_Asian_23
848,001593,female,Asian,60,001593_female_Asian_60
1468,003535,male,Asian,43,003535_male_Asian_52
2429,006397,male,Asian,18,006397_male_Asian_19
645,001326,male,Asian,23,001326_male_Asian_25
273,000685,male,Asian,18,000685_male_Asian_19
1841,004319-1,female,Asian,58,004319-1_female_Asian_58
724,001456,male,Asian,57,001456_male_Asian_57
1369,003399,female,Asian,18,003399_female_Asian_19
2632,006694,female,Asian,18,006694_female_Asian_19
2327,006171,female,Asian,18,006171_female_Asian_18
2044,005130,female,Asian,30,005130_female_Asian_29
2607,006660,male,Asian,18,006660_male_Asian_19
2236,005536,female,Asian,30,005536_female_Asian_39
1923,004448,male,Asian,23,004448_male_Asian_24
1306,003324,female,Asian,20,003324_female_Asian_20
607,001269,female,Asian,23,001269_female_Asian_23
1036,001881,female,Asian,43,001881_female_Asian_50
2225,005523,male,Asian,43,005523_male_Asian_52
2421,006385,male,Asian,18,006385_male_Asian_19
1624,003791,female,Asian,43,003791_female_Asian_50
1461,003528,male,Asian,60,003528_male_Asian_60
1453,003517,male,Asian,58,003517_male_Asian_58
1881,004383,male,Asian,20,004383_male_Asian_22
470,001095,male,Asian,23,001095_male_Asian_25
2402,006362,female,Asian,18,006362_female_Asian_18
1760,004204,male,Asian,18,004204_male_Asian_19
2296,006129,male,Asian,20,006129_male_Asian_20
1222,003185,female,Asian,18,003185_female_Asian_19
2282,006096,male,Asian,18,006096_male_Asian_19
1810,004272,male,Asian,58,004272_male_Asian_58
684,001388,male,Asian,20,001388_male_Asian_21
1081,003012,female,Asian,18,003012_female_Asian_18
1955,004486,male,Asian,20,004486_male_Asian_20
2533,006529,female,Asian,20,006529_female_Asian_20
1190,003148,female,Asian,20,003148_female_Asian_20
1233,003198,female,Asian,18,003198_female_Asian_19
400,001024-1,female,Asian,23,001024-1_female_Asian_24
1703,003892,female,Asian,30,003892_female_Asian_42
942,001729,male,Asian,43,001729_male_Asian_51
2010,005067-1,female,Asian,43,005067-1_female_Asian_48
30,000038,female,Asian,58,000038_female_Asian_58
2009,005067,female,Asian,58,005067_female_Asian_58
2152,005435,female,Asian,23,005435_female_Asian_23
316,000740,female,Asian,43,000740_female_Asian_52
1372,003402,female,Asian,57,003402_female_Asian_53
1817,004281,female,Asian,60,004281_female_Asian_60
1921,004446,male,Asian,30,004446_male_Asian_40
2106,005274,male,Asian,20,005274_male_Asian_20
1676,003856,female,Asian,57,003856_female_Asian_54
967,001759,female,Asian,43,001759_female_Asian_46
2469,006442,female,Asian,18,006442_female_Asian_18
357,000808,male,Asian,57,000808_male_Asian_54
1114,003053,female,Asian,20,003053_female_Asian_20
2444,006414,female,Asian,18,006414_female_Asian_18
631,001304,male,Asian,23,001304_male_Asian_26
1542,003672,male,Asian,58,003672_male_Asian_58
738,001473,female,Asian,43,001473_female_Asian_51
1746,004089,female,Asian,60,004089_female_Asian_60
2589,006635,female,Asian,18,006635_female_Asian_19
2323,006166,female,Asian,18,006166_female_Asian_19
2316,006158,male,Asian,20,006158_male_Asian_20
2036,005119,male,Asian,18,005119_male_Asian_19
199,000592,female,Asian,57,000592_female_Asian_57
1525,003617,male,Asian,57,003617_male_Asian_56
1800,004259,male,Asian,60,004259_male_Asian_60
246,000650,male,Asian,57,000650_male_Asian_54
1843,004321,female,Asian,59,004321_female_Asian_59
606,001267,female,Asian,23,001267_female_Asian_24
1103,003039,female,Asian,18,003039_female_Asian_19
2512,006496,female,Asian,18,006496_female_Asian_18
326,000751,female,Asian,57,000751_female_Asian_56
206,000600,female,Asian,43,000600_female_Asian_52
1035,001879,female,Asian,57,001879_female_Asian_54
2592,006639,male,Asian,18,006639_male_Asian_19
1589,003748,male,Asian,43,003748_male_Asian_50
348,000782,female,Asian,58,000782_female_Asian_58
1853,004336,male,Asian,30,004336_male_Asian_35
2366,006242,male,Asian,18,006242_male_Asian_19
1328,003352,female,Asian,20,003352_female_Asian_20
1598,003760,female,Asian,43,003760_female_Asian_52
1229,003194,female,Asian,20,003194_female_Asian_20
446,001066,female,Asian,23,001066_female_Asian_25
872,001622,female,Asian,30,001622_female_Asian_40
2370,006248,male,Asian,20,006248_male_Asian_20
1656,003832,male,Asian,57,003832_male_Asian_55
1437,003505-1,female,Asian,58,003505-1_female_Asian_58
1181,003137,female,Asian,20,003137_female_Asian_20
1442,003509,male,Asian,57,003509_male_Asian_54
252,000656,female,Asian,57,000656_female_Asian_57
913,001667,female,Asian,43,001667_female_Asian_45
2084,005250,male,Asian,23,005250_male_Asian_26
779,001515,female,Asian,57,001515_female_Asian_56
2590,006636,female,Asian,18,006636_female_Asian_19
23,000029,female,Asian,58,000029_female_Asian_58
572,001214,male,Asian,23,001214_male_Asian_25
1292,003306,female,Asian,20,003306_female_Asian_20
2062,005215,male,Asian,20,005215_male_Asian_22
93,000266,female,Asian,58,000266_female_Asian_58
2094,005261,male,Asian,20,005261_male_Asian_20
134,000381,female,Asian,59,000381_female_Asian_59
694,001406,male,Asian,57,001406_male_Asian_57
331,000760,female,Asian,43,000760_female_Asian_50
1601,003763,female,Asian,43,003763_female_Asian_50
2552,006565,male,Asian,20,006565_male_Asian_20
698,001412,male,Asian,43,001412_male_Asian_50
2307,006142,male,Asian,18,006142_male_Asian_19
2635,006706,male,Asian,20,006706_male_Asian_20
933,001720,female,Asian,18,001720_female_Asian_18
2556,006571,female,Asian,20,006571_female_Asian_21
1313,003332,female,Asian,18,003332_female_Asian_19
2463,006435,female,Asian,18,006435_female_Asian_18
985,001776,male,Asian,57,001776_male_Asian_54
1031,001852,male,Asian,43,001852_male_Asian_48
1602,003764,female,Asian,43,003764_female_Asian_49
473,001098,male,Asian,23,001098_male_Asian_23
183,000565,female,Asian,30,000565_female_Asian_35
11,000015,male,Asian,57,000015_male_Asian_55
898,001650,female,Asian,43,001650_female_Asian_49
1335,003360,female,Asian,18,003360_female_Asian_19
2356,006230,male,Asian,18,006230_male_Asian_19
324,000748-1,female,Asian,57,000748-1_female_Asian_54
1991,005036,female,Asian,43,005036_female_Asian_52
768,001503,male,Asian,23,001503_male_Asian_27
1019,001826,female,Asian,23,001826_female_Asian_25
2133,005411,female,Asian,57,005411_female_Asian_56
41,000064,male,Asian,59,000064_male_Asian_59
231,000631,female,Asian,57,000631_female_Asian_57
414,001036,female,Asian,23,001036_female_Asian_25
2536,006533,female,Asian,20,006533_female_Asian_20
2031,005108,female,Asian,43,005108_female_Asian_52
2330,006175,female,Asian,18,006175_female_Asian_18
1891,004394,male,Asian,57,004394_male_Asian_53
2165,005450,female,Asian,43,005450_female_Asian_48
1323,003347,female,Asian,20,003347_female_Asian_20
806,001543,female,Asian,60,001543_female_Asian_60
354,000801,male,Asian,59,000801_male_Asian_59
950,001740,female,Asian,43,001740_female_Asian_50
519,001149,female,Asian,20,001149_female_Asian_20
1014,001817,male,Asian,23,001817_male_Asian_23
1165,003119,female,Asian,20,003119_female_Asian_20
602,001258,female,Asian,20,001258_female_Asian_21
870,001620,male,Asian,43,001620_male_Asian_45
