,Unnamed: 0,fname,path,age,gender,label,kfold
189,189,incorrect_mask.jpg,000034_female_Asian_55,55,female,10,0.0
190,190,mask1.jpg,000034_female_Asian_55,55,female,4,0.0
191,191,mask2.jpg,000034_female_Asian_55,55,female,4,0.0
192,192,mask3.jpg,000034_female_Asian_55,55,female,4,0.0
193,193,mask4.jpg,000034_female_Asian_55,55,female,4,0.0
194,194,mask5.jpg,000034_female_Asian_55,55,female,4,0.0
195,195,normal.jpg,000034_female_Asian_55,55,female,16,0.0
196,196,incorrect_mask.jpg,000036_female_Asian_58,58,female,10,0.0
197,197,mask1.jpg,000036_female_Asian_58,58,female,4,0.0
198,198,mask2.jpg,000036_female_Asian_58,58,female,4,0.0
199,199,mask3.jpg,000036_female_Asian_58,58,female,4,0.0
200,200,mask4.jpg,000036_female_Asian_58,58,female,4,0.0
201,201,mask5.jpg,000036_female_Asian_58,58,female,4,0.0
202,202,normal.jpg,000036_female_Asian_58,58,female,16,0.0
203,203,incorrect_mask.jpg,000037_female_Asian_58,58,female,10,0.0
204,204,mask1.jpg,000037_female_Asian_58,58,female,4,0.0
205,205,mask2.jpg,000037_female_Asian_58,58,female,4,0.0
206,206,mask3.jpg,000037_female_Asian_58,58,female,4,0.0
207,207,mask4.jpg,000037_female_Asian_58,58,female,4,0.0
208,208,mask5.jpg,000037_female_Asian_58,58,female,4,0.0
209,209,normal.jpg,000037_female_Asian_58,58,female,16,0.0
210,210,incorrect_mask.jpg,000038_female_Asian_58,58,female,10,0.0
211,211,mask1.jpg,000038_female_Asian_58,58,female,4,0.0
212,212,mask2.jpg,000038_female_Asian_58,58,female,4,0.0
213,213,mask3.jpg,000038_female_Asian_58,58,female,4,0.0
214,214,mask4.jpg,000038_female_Asian_58,58,female,4,0.0
215,215,mask5.jpg,000038_female_Asian_58,58,female,4,0.0
216,216,normal.jpg,000038_female_Asian_58,58,female,16,0.0
217,217,incorrect_mask.jpg,000039_female_Asian_57,57,female,10,0.0
218,218,mask1.jpg,000039_female_Asian_57,57,female,4,0.0
219,219,mask2.jpg,000039_female_Asian_57,57,female,4,0.0
220,220,mask3.jpg,000039_female_Asian_57,57,female,4,0.0
221,221,mask4.jpg,000039_female_Asian_57,57,female,4,0.0
222,222,mask5.jpg,000039_female_Asian_57,57,female,4,0.0
223,223,normal.jpg,000039_female_Asian_57,57,female,16,0.0
224,224,incorrect_mask.jpg,000040_female_Asian_57,57,female,10,0.0
225,225,mask1.jpg,000040_female_Asian_57,57,female,4,0.0
226,226,mask2.jpg,000040_female_Asian_57,57,female,4,0.0
227,227,mask3.jpg,000040_female_Asian_57,57,female,4,0.0
228,228,mask4.jpg,000040_female_Asian_57,57,female,4,0.0
229,229,mask5.jpg,000040_female_Asian_57,57,female,4,0.0
230,230,normal.jpg,000040_female_Asian_57,57,female,16,0.0
231,231,incorrect_mask.jpg,000041_female_Asian_58,58,female,10,0.0
232,232,mask1.jpg,000041_female_Asian_58,58,female,4,0.0
233,233,mask2.jpg,000041_female_Asian_58,58,female,4,0.0
234,234,mask3.jpg,000041_female_Asian_58,58,female,4,0.0
235,235,mask4.jpg,000041_female_Asian_58,58,female,4,0.0
236,236,mask5.jpg,000041_female_Asian_58,58,female,4,0.0
237,237,normal.jpg,000041_female_Asian_58,58,female,16,0.0
238,238,incorrect_mask.jpg,000043_male_Asian_56,56,male,7,0.0
239,239,mask1.jpg,000043_male_Asian_56,56,male,1,0.0
240,240,mask2.jpg,000043_male_Asian_56,56,male,1,0.0
241,241,mask3.jpg,000043_male_Asian_56,56,male,1,0.0
242,242,mask4.jpg,000043_male_Asian_56,56,male,1,0.0
243,243,mask5.jpg,000043_male_Asian_56,56,male,1,0.0
244,244,normal.jpg,000043_male_Asian_56,56,male,13,0.0
245,245,incorrect_mask.jpg,000044_female_Asian_58,58,female,10,0.0
246,246,mask1.jpg,000044_female_Asian_58,58,female,4,0.0
247,247,mask2.jpg,000044_female_Asian_58,58,female,4,0.0
248,248,mask3.jpg,000044_female_Asian_58,58,female,4,0.0
249,249,mask4.jpg,000044_female_Asian_58,58,female,4,0.0
250,250,mask5.jpg,000044_female_Asian_58,58,female,4,0.0
251,251,normal.jpg,000044_female_Asian_58,58,female,16,0.0
252,252,incorrect_mask.jpg,000045_female_Asian_56,56,female,10,0.0
253,253,mask1.jpg,000045_female_Asian_56,56,female,4,0.0
254,254,mask2.jpg,000045_female_Asian_56,56,female,4,0.0
255,255,mask3.jpg,000045_female_Asian_56,56,female,4,0.0
256,256,mask4.jpg,000045_female_Asian_56,56,female,4,0.0
257,257,mask5.jpg,000045_female_Asian_56,56,female,4,0.0
258,258,normal.jpg,000045_female_Asian_56,56,female,16,0.0
259,259,incorrect_mask.jpg,000046_male_Asian_55,55,male,7,0.0
260,260,mask1.jpg,000046_male_Asian_55,55,male,1,0.0
261,261,mask2.jpg,000046_male_Asian_55,55,male,1,0.0
262,262,mask3.jpg,000046_male_Asian_55,55,male,1,0.0
263,263,mask4.jpg,000046_male_Asian_55,55,male,1,0.0
264,264,mask5.jpg,000046_male_Asian_55,55,male,1,0.0
265,265,normal.jpg,000046_male_Asian_55,55,male,13,0.0
266,266,incorrect_mask.jpg,000047_male_Asian_58,58,male,7,0.0
267,267,mask1.jpg,000047_male_Asian_58,58,male,1,0.0
268,268,mask2.jpg,000047_male_Asian_58,58,male,1,0.0
269,269,mask3.jpg,000047_male_Asian_58,58,male,1,0.0
270,270,mask4.jpg,000047_male_Asian_58,58,male,1,0.0
271,271,mask5.jpg,000047_male_Asian_58,58,male,1,0.0
272,272,normal.jpg,000047_male_Asian_58,58,male,13,0.0
273,273,incorrect_mask.jpg,000048_female_Asian_57,57,female,10,0.0
274,274,mask1.jpg,000048_female_Asian_57,57,female,4,0.0
275,275,mask2.jpg,000048_female_Asian_57,57,female,4,0.0
276,276,mask3.jpg,000048_female_Asian_57,57,female,4,0.0
277,277,mask4.jpg,000048_female_Asian_57,57,female,4,0.0
278,278,mask5.jpg,000048_female_Asian_57,57,female,4,0.0
279,279,normal.jpg,000048_female_Asian_57,57,female,16,0.0
280,280,incorrect_mask.jpg,000062_female_Asian_55,55,female,10,0.0
281,281,mask1.jpg,000062_female_Asian_55,55,female,4,0.0
282,282,mask2.jpg,000062_female_Asian_55,55,female,4,0.0
283,283,mask3.jpg,000062_female_Asian_55,55,female,4,0.0
284,284,mask4.jpg,000062_female_Asian_55,55,female,4,0.0
285,285,mask5.jpg,000062_female_Asian_55,55,female,4,0.0
286,286,normal.jpg,000062_female_Asian_55,55,female,16,0.0
287,287,incorrect_mask.jpg,000064_male_Asian_59,59,male,7,0.0
288,288,mask1.jpg,000064_male_Asian_59,59,male,1,0.0
289,289,mask2.jpg,000064_male_Asian_59,59,male,1,0.0
290,290,mask3.jpg,000064_male_Asian_59,59,male,1,0.0
291,291,mask4.jpg,000064_male_Asian_59,59,male,1,0.0
292,292,mask5.jpg,000064_male_Asian_59,59,male,1,0.0
293,293,normal.jpg,000064_male_Asian_59,59,male,13,0.0
294,294,incorrect_mask.jpg,000066_female_Asian_53,53,female,10,0.0
295,295,mask1.jpg,000066_female_Asian_53,53,female,4,0.0
296,296,mask2.jpg,000066_female_Asian_53,53,female,4,0.0
297,297,mask3.jpg,000066_female_Asian_53,53,female,4,0.0
298,298,mask4.jpg,000066_female_Asian_53,53,female,4,0.0
299,299,mask5.jpg,000066_female_Asian_53,53,female,4,0.0
300,300,normal.jpg,000066_female_Asian_53,53,female,16,0.0
301,301,incorrect_mask.jpg,000067_female_Asian_54,54,female,10,0.0
302,302,mask1.jpg,000067_female_Asian_54,54,female,4,0.0
303,303,mask2.jpg,000067_female_Asian_54,54,female,4,0.0
304,304,mask3.jpg,000067_female_Asian_54,54,female,4,0.0
305,305,mask4.jpg,000067_female_Asian_54,54,female,4,0.0
306,306,mask5.jpg,000067_female_Asian_54,54,female,4,0.0
307,307,normal.jpg,000067_female_Asian_54,54,female,16,0.0
308,308,incorrect_mask.jpg,000069_female_Asian_54,54,female,10,0.0
309,309,mask1.jpg,000069_female_Asian_54,54,female,4,0.0
310,310,mask2.jpg,000069_female_Asian_54,54,female,4,0.0
311,311,mask3.jpg,000069_female_Asian_54,54,female,4,0.0
312,312,mask4.jpg,000069_female_Asian_54,54,female,4,0.0
313,313,mask5.jpg,000069_female_Asian_54,54,female,4,0.0
314,314,normal.jpg,000069_female_Asian_54,54,female,16,0.0
315,315,incorrect_mask.jpg,000070_female_Asian_58,58,female,10,0.0
316,316,mask1.jpg,000070_female_Asian_58,58,female,4,0.0
317,317,mask2.jpg,000070_female_Asian_58,58,female,4,0.0
318,318,mask3.jpg,000070_female_Asian_58,58,female,4,0.0
319,319,mask4.jpg,000070_female_Asian_58,58,female,4,0.0
320,320,mask5.jpg,000070_female_Asian_58,58,female,4,0.0
321,321,normal.jpg,000070_female_Asian_58,58,female,16,0.0
322,322,incorrect_mask.jpg,000071_female_Asian_56,56,female,10,0.0
323,323,mask1.jpg,000071_female_Asian_56,56,female,4,0.0
324,324,mask2.jpg,000071_female_Asian_56,56,female,4,0.0
325,325,mask3.jpg,000071_female_Asian_56,56,female,4,0.0
326,326,mask4.jpg,000071_female_Asian_56,56,female,4,0.0
327,327,mask5.jpg,000071_female_Asian_56,56,female,4,0.0
328,328,normal.jpg,000071_female_Asian_56,56,female,16,0.0
329,329,incorrect_mask.jpg,000073_female_Asian_52,52,female,10,0.0
330,330,mask1.jpg,000073_female_Asian_52,52,female,4,0.0
331,331,mask2.jpg,000073_female_Asian_52,52,female,4,0.0
332,332,mask3.jpg,000073_female_Asian_52,52,female,4,0.0
333,333,mask4.jpg,000073_female_Asian_52,52,female,4,0.0
334,334,mask5.jpg,000073_female_Asian_52,52,female,4,0.0
335,335,normal.jpg,000073_female_Asian_52,52,female,16,0.0
336,336,incorrect_mask.jpg,000075_female_Asian_56,56,female,10,0.0
337,337,mask1.jpg,000075_female_Asian_56,56,female,4,0.0
338,338,mask2.jpg,000075_female_Asian_56,56,female,4,0.0
339,339,mask3.jpg,000075_female_Asian_56,56,female,4,0.0
340,340,mask4.jpg,000075_female_Asian_56,56,female,4,0.0
341,341,mask5.jpg,000075_female_Asian_56,56,female,4,0.0
342,342,normal.jpg,000075_female_Asian_56,56,female,16,0.0
343,343,incorrect_mask.jpg,000077_male_Asian_59,59,male,7,0.0
344,344,mask1.jpg,000077_male_Asian_59,59,male,1,0.0
345,345,mask2.jpg,000077_male_Asian_59,59,male,1,0.0
346,346,mask3.jpg,000077_male_Asian_59,59,male,1,0.0
347,347,mask4.jpg,000077_male_Asian_59,59,male,1,0.0
348,348,mask5.jpg,000077_male_Asian_59,59,male,1,0.0
349,349,normal.jpg,000077_male_Asian_59,59,male,13,0.0
350,350,incorrect_mask.jpg,000078_female_Asian_55,55,female,10,0.0
351,351,mask1.jpg,000078_female_Asian_55,55,female,4,0.0
352,352,mask2.jpg,000078_female_Asian_55,55,female,4,0.0
353,353,mask3.jpg,000078_female_Asian_55,55,female,4,0.0
354,354,mask4.jpg,000078_female_Asian_55,55,female,4,0.0
355,355,mask5.jpg,000078_female_Asian_55,55,female,4,0.0
356,356,normal.jpg,000078_female_Asian_55,55,female,16,0.0
357,357,incorrect_mask.jpg,000079_female_Asian_57,57,female,10,0.0
358,358,mask1.jpg,000079_female_Asian_57,57,female,4,0.0
359,359,mask2.jpg,000079_female_Asian_57,57,female,4,0.0
360,360,mask3.jpg,000079_female_Asian_57,57,female,4,0.0
361,361,mask4.jpg,000079_female_Asian_57,57,female,4,0.0
362,362,mask5.jpg,000079_female_Asian_57,57,female,4,0.0
363,363,normal.jpg,000079_female_Asian_57,57,female,16,0.0
364,364,incorrect_mask.jpg,000080_female_Asian_57,57,female,10,0.0
365,365,mask1.jpg,000080_female_Asian_57,57,female,4,0.0
366,366,mask2.jpg,000080_female_Asian_57,57,female,4,0.0
367,367,mask3.jpg,000080_female_Asian_57,57,female,4,0.0
368,368,mask4.jpg,000080_female_Asian_57,57,female,4,0.0
369,369,mask5.jpg,000080_female_Asian_57,57,female,4,0.0
370,370,normal.jpg,000080_female_Asian_57,57,female,16,0.0
371,371,incorrect_mask.jpg,000206_female_Asian_57,57,female,10,0.0
372,372,mask1.jpg,000206_female_Asian_57,57,female,4,0.0
373,373,mask2.jpg,000206_female_Asian_57,57,female,4,0.0
374,374,mask3.jpg,000206_female_Asian_57,57,female,4,0.0
375,375,mask4.jpg,000206_female_Asian_57,57,female,4,0.0
376,376,mask5.jpg,000206_female_Asian_57,57,female,4,0.0
377,377,normal.jpg,000206_female_Asian_57,57,female,16,0.0
378,378,incorrect_mask.jpg,000207_female_Asian_56,56,female,10,0.0
379,379,mask1.jpg,000207_female_Asian_56,56,female,4,0.0
380,380,mask2.jpg,000207_female_Asian_56,56,female,4,0.0
381,381,mask3.jpg,000207_female_Asian_56,56,female,4,0.0
382,382,mask4.jpg,000207_female_Asian_56,56,female,4,0.0
383,383,mask5.jpg,000207_female_Asian_56,56,female,4,0.0
384,384,normal.jpg,000207_female_Asian_56,56,female,16,0.0
385,385,incorrect_mask.jpg,000209_female_Asian_56,56,female,10,0.0
386,386,mask1.jpg,000209_female_Asian_56,56,female,4,0.0
387,387,mask2.jpg,000209_female_Asian_56,56,female,4,0.0
388,388,mask3.jpg,000209_female_Asian_56,56,female,4,0.0
389,389,mask4.jpg,000209_female_Asian_56,56,female,4,0.0
390,390,mask5.jpg,000209_female_Asian_56,56,female,4,0.0
391,391,normal.jpg,000209_female_Asian_56,56,female,16,0.0
392,392,incorrect_mask.jpg,000210_female_Asian_54,54,female,10,0.0
393,393,mask1.jpg,000210_female_Asian_54,54,female,4,0.0
394,394,mask2.jpg,000210_female_Asian_54,54,female,4,0.0
395,395,mask3.jpg,000210_female_Asian_54,54,female,4,0.0
396,396,mask4.jpg,000210_female_Asian_54,54,female,4,0.0
397,397,mask5.jpg,000210_female_Asian_54,54,female,4,0.0
398,398,normal.jpg,000210_female_Asian_54,54,female,16,0.0
399,399,incorrect_mask.jpg,000212_female_Asian_51,51,female,10,0.0
400,400,mask1.jpg,000212_female_Asian_51,51,female,4,0.0
401,401,mask2.jpg,000212_female_Asian_51,51,female,4,0.0
402,402,mask3.jpg,000212_female_Asian_51,51,female,4,0.0
403,403,mask4.jpg,000212_female_Asian_51,51,female,4,0.0
404,404,mask5.jpg,000212_female_Asian_51,51,female,4,0.0
405,405,normal.jpg,000212_female_Asian_51,51,female,16,0.0
406,406,incorrect_mask.jpg,000214_female_Asian_51,51,female,10,0.0
407,407,mask1.jpg,000214_female_Asian_51,51,female,4,0.0
408,408,mask2.jpg,000214_female_Asian_51,51,female,4,0.0
409,409,mask3.jpg,000214_female_Asian_51,51,female,4,0.0
410,410,mask4.jpg,000214_female_Asian_51,51,female,4,0.0
411,411,mask5.jpg,000214_female_Asian_51,51,female,4,0.0
412,412,normal.jpg,000214_female_Asian_51,51,female,16,0.0
413,413,incorrect_mask.jpg,000215_female_Asian_59,59,female,10,0.0
414,414,mask1.jpg,000215_female_Asian_59,59,female,4,0.0
415,415,mask2.jpg,000215_female_Asian_59,59,female,4,0.0
416,416,mask3.jpg,000215_female_Asian_59,59,female,4,0.0
